,platform,category,publisher,publication_date,title,content,author,article_url,update_date
25,네이버,금융,파이낸셜뉴스,2024.08.01,"""이커머스·PG사 겸영 '구멍' 막는다"" 금감원 TF 운영...현장검사 인력 확대",연합뉴스 금융감독원이 티몬위메프 정산 지연 사태를 바라보는 시각이 한층 날카로워질 전망이다 이커머스의 PG사 겸영 과정에서 발생한 규제 사각지대 해소를 위해 금감원은 총 12명 규모 태스크포스를 운영할 계획이다 이와 함께 현장검사 과정에서 다양한 불법적 자금흐름 정황이 발견돼 검사인력도 추가로 확대했다 1일 금감원에 따르면 이번 티몬위메프 사태로 이커머스가 PG를 겸영할 경우 판매자소비자 보호에 구멍이 있다는 점이 면화됐다 PG가 경영지도 비율을 준수하지 않아도 제대로 된 감독조치 수단이 없고 일시적 현금조달 수단으로 이용자 보호조치가 적용되지 않는 상품권을 이커머스가 대량 판매 활용할 수 있다는 점 등이다 또 PG사 겸영 이커머스의 사업구조나 경영방침에 따라 PG 규제를 우회해 지급결제를 운용할 여지가 있었다 이에 금감원은 이번 티메프 사태로 확인되는 제도적 미비점 보완을 위해 총력을 다한다는 방침이다 오는 2일부터 금감원 내 총 12명겸직 5명 전담직원 7명 규모로 TF를 운영해 제도개선 건의사항을 최대한 신속하게 기재부 중심 관계부처에 공유할 계획이다 아울러 금감원은 티메프 현장검사 과정에서 다양한 불법적 자금흐름 정황이 확인됐다며 기존 9명이던 검사인력을 12명으로 늘렸다 지난 7월 30일 국회 정무위 티몬위메프 사태 관련 긴급 현안질의에서 이복현 금감원장은 큐텐 등에 대한 자금추적 여부를 묻는 질문에 자금추적 과정에서 이미 드러난 강한 불법 흔적이 있었다고 언급한 바 있다 TF를 운영하면 티메프 사태 관련 금감원이 운영하는 대응 인력은 총 34명 규모로 크게 늘어나게 된다 금감원 위메프 티몬 큐텐 이커머스 사각지대 PG사,이승연,https://n.news.naver.com/mnews/article/014/0005222250,2024.08.01
26,네이버,금융,연합뉴스,2024.08.01,"NH투자, 강호 미래에셋 제치고 '증권사 시총 1위' 등극",NH투자증권이 증권업계의 최강자로 꼽히는 미래에셋증권을 제치고 처음으로 시가총액 1위 증권사 자리에 올랐다 1일 금융투자 업계에 따르면 이날 종가 기준으로 NH투자증권의 시총은 4조6천400억여원으로 미래에셋증권4조5천700억여원을 앞질렀다 NH투자증권은 올해 상반기 호실적을 냈고 높은 주주환원율 덕에 밸류업 시류에 적합한 증권사라는 평을 받으며 주가가 큰 폭으로 올랐다 지난 1월 정부의 밸류업 프로그램 발 이후 NH투자증권의 주가는 42 상승한 것으로 나타났다 NH투자증권 관계자는 사업부간 협업 체계를 강화하고 리테일 비즈니스의 안정적 성장을 도모하고자 내부적으로 중장기 계획을 만들고 있다 앞으로도 계속 도약하는 모습을 보이겠다고 말했다,김태균,https://n.news.naver.com/mnews/article/001/0014847955,2024.08.01
27,네이버,금융,연합뉴스,2024.08.01,한양증권 인수전 혼선 거듭…우선협상자 결정 지연 가능성도,한양대를 운영하는 학교재단 한양학원이 한양증권 매각에 난항을 겪고 있다 애초 이번 달 초 우선협상대상자를 발할 계획이었지만 불투명한 매각과정을 둘러싸고 잡음이 커지면서 협상자 발가 미뤄질 공산이 작지 않다 1일 금융투자업계에 따르면 한양학원은 2일 한양증권 공시를 통해 우선협상대상자를 발할지를 두고 장고를 거듭하는 것으로 알려졌다 사모펀드 KCGI가 우선협상대상자로 낙점될 가능성이 크다는 소문이 사전에 퍼지면서 한양학원이 미리 인수자를 정해놓은 것 아니냐는 논란이 커진 여파라는 분석이 나온다 한양증권 인수전에는 KCGI 외에 LF와 타 사모펀드 컨소시엄 등 5곳이 참여한 것으로 알려졌다 한양학원은 지난달 15일 한양증권 매각 추진을 공식화한 이후 매각 주관사 없이 인수 의향자와 협상을 진행했고 한 달도 지나지 않아 우선협상대상자를 발하기로 하면서 증권가에서 성급한 행보라는 평을 들었다 KCGI를 내정하고 불공정 수의 계약을 추진하는 것 아니냐는 논란은 이 과정에서 불거졌다 급하고 불투명한 매각 과정 탓에 인수 의향사들 사이에서 공정 경쟁 입찰이 진행되는지 의심된다는 불만이 나온 것이다 한양학원이 한양증권의 지분을 KCGI에 넘겼다가 나중에 되사려고 한다는 파킹 매매 의혹이나 KCGI와 재단 측이 계약 대가로 몰래 특혜를 주고받는 것 아니냐는 의혹까지 제기되면서 한양학원의 입지는 더 좁아진 상태다 금융투자업계의 한 관계자는 인수합병 경험이 많은 대기업이 주관사 없이 매각을 진행하는 경우는 많지만 한양학원은 상황이 다른 것 같다며 결국 논란을 자초한 셈이라고 말했다 한양학원이 한양증권 매각에 나선 이유를 둘러싼 잡음도 있다 한양학원 산하 건설사인 한양산업개발이 부동산 PF 대란 여파로 유동성 위기를 겪으면서 한양증권 매각이 추진됐을 공산이 크다는 것이 업계의 중론이다 하지만 재단 측은 대학과 한양대병원의 재정난 극복을 매각 사유로 밝힌 바 있다 이 때문에 업계에서는 한양학원이 편법으로 한양산업개발에 유동성을 공급하려는 것 아니냐는 의혹이 수그러들지 않고 있다 한양학원이 학교 재산인 한양증권 지분을 처분한 돈으로 회계가 분리된 법인인 한양산업개발을 지원하는 것은 원칙상 사립학교법 위반에 해당한다 교육부 관계자는 이와 관련해 1일 법 위반이 경미한 수준이면 기관경고에 그치지만 사안에 따라 형사고발까지 할 수 있다고 밝혔다 한양증권은 자기자본 기준 국내 28위의 중소형 증권사로 채권과 기업금융에 강점을 가진 알짜 매물로 꼽힌다 한양학원 측이 내놓은 한양증권 지분은 1천억2천억원대에 거래될 것으로 전망된다,곽윤아,https://n.news.naver.com/mnews/article/001/0014847945,2024.08.01
28,네이버,금융,아시아경제,2024.08.01,"김병환 금융위원장 ""티메프 사태, 당국도 책임 자유롭지 않아""",제도 개선 관계당국과 차근차근 논의취임 후 첫 행보로 새출발기금 소상공인자영업자 간담회 참석급증하는 가계부채엔 긴장감 가지고 관리 강조7월 5대 시중은행 가계대출 증가 3년여 만 최대김병환 금융위원장이 티몬과 위메프 미정산 사태를 두고 금융당국의 책임이 있다면서 신속한 제도 개선에 나서겠다는 입장을 밝혔다 소상공인자영업자 대출 문제를 포함해 최근 급증하고 있는 가계대출 문제에 대해서도 우리 금융시장이 당면한 문제인 만큼 적극적으로 우려를 해소하겠다는 입장도 내놨다 김 위원장은 1일 취임 후 첫 외부 행보로 서울 캠코 양재타워에서 열린 새출발기금 소상공인자영업자 간담회에 참석한 이후 기자들과 만나 이번 사태의 원인이 감독 부실에 있다는 지적과 관련해 금융당국이 이번 문제에 있어 책임에서 자유로울 순 없다고 답변했다제도적인 한계가 있었지만 책임있는 자세로 관계기관과 제도 개선 논의를 이어 가겠다는 점도 덧붙였다 김 위원장은 현실적으로 제도적 제약은 있었지만 국민께 불편과 어려움을 겪에 하는 과정에서 당연히 그런 자세로 임하고 있다면서 제도 개선을 감독당국이 모두 할 수는 없기 때문에 관계부처가 차근차근 논의를 진행하겠다고 말했다그는 이날 오전 이복현 금융감독원장과 첫 회동에서도 티몬과 위메프 사태에 대해 논의했다 두 수장은 소비자에 대한 피해구제와 판매자에 대한 금융애로 해소를 신속하게 추진하는 한편 관계기관과 협력해 위법사항을 집중 점검하고 앞으로 유사한 문제가 재발하지 않도록 제대개선 방안도 조속히 마련하기로 했다김 위원장은 가계부채 자영업자소상공인 부채 문제에 대해서도 적극적으로 우려를 해소하겠다는 입장을 전했다 그는 이복현 원장과의 회동에서도 가계부채 부동산 프로젝트 파이낸싱 자영업자소상공인 부채 제2금융권 건전성 등을 우리 금융시장이 당면한 4대 리스크로 꼽았다김 위원장은 자영업자소상공인 부채 문제는 어려운 분들이 현실적으로 어려움을 겪는 문제라서 첫 일정으로 현장에 왔다면서 대환대출에서 6개월 이내 새출발기금은 대상이 안 된다는 애로사항이 나왔고 앞으로 현정에서 이러한 목소리를 계속 듣겠다고 말했다 그러면서 새출발기금까지 오지는 않았지만 어려운 분들을 위해 은행권이 동참할 수 있는 부분을 논의할 필요가 있다고 덧붙였다최근 몇개월 동안 급증하고 있는 가계부채 관리문제에 대해서는 컨틴전시 플랜을 마련해 긴장감을 가지고 관리하겠다고 강조했다 7월 말 기준 KB국민신한하나우리NH농협 등 5대 시중은행의 가계대출 잔액은 715조7383억원으로 집계됐다 6월말 대비 7조1660억원 증가한 것으로 2021년 4월 이후 3년 3개월 만에 가장 큰 월간 증가폭을 기록했다주택담보대출이 552조1526억원에서 559조7501억원으로 7조5975억원 급증해 전체 가계대출 부담을 키웠다 신용대출은 102조7781억원에서 102조6068억원으로 1713억원 감소다 은행들이 금융당국 압박에 지난달 가계대출 금리를 잇달아 인상하고 있지만 늘어나는 대출 수요를 막기에는 역부족이었다김 위원장은 가계부채 관리를 위해 감독당국이 쓸 수 있는 대책의 강도를 보면서 미리미리 준비했다가 필요한 상황이 발생하면 지체 없이 할 수 있도록 하겠다고 설명했다,임철영,https://n.news.naver.com/mnews/article/277/0005454092,2024.08.01
29,네이버,금융,디지털타임스,2024.08.01,`경제 F4` 새진용… 환상의 드림팀 뜬다,김병환 위원장 취임후 첫 상견례모두 서울대 출신… 업무경험 공유새로운 시너지 발휘할까 이목 집중이복현 금융감독원장 이창용 한국은행 총재 최상목 부총리 겸 기획재정부 장관 김병환 금융위원장이 1일 첫 상견례를 가졌다 김병환 금융위원회 위원장이 취임하면서 경제금융통화당국 협의체 F4가 새롭게 꾸려졌다 김 위원장의 취임과 동시에 미국 FOMC 정례회의 결과에 대한 금융시장 영향을 점검하는 거시경제금융회의가 열려 F4 수장들은 1일 첫 상견례를 가졌다 모두 서울대학교 출신인데다 과거 함께 호흡을 맞췄던 경제통들이 향후 산적한 경제 현안들을 잘 헤쳐나갈 수 있을지 귀추가 주목된다기획재정부는 이날 전국은행연합회관에서 관계기관 합동 비상거시경제금융회의를 열고 FOMC의 금리동결 결정에 따른 국내외 금융외환시장 영향을 점검했다 회의에는 최상목 부총리 겸 기획재정부 장관 이창용 한국은행 총재 김 위원장 이복현 금융감독원 원장 등 F4가 참석했다새로운 F4가 구성된 후 첫 회의였다 이들은 모두 서울대 출신으로 과거 함께 업무를 하며 호흡을 맞춘바 있다 우선 최 부총리와 김 위원장은 지난 2022년 당시 대통령실 경제수석비서관과 경제금융비서관으로서 함께 활동했다 최 부총리가 기재부 경제정책국장을 맡을 당시에도 김 위원장은 자금시장과장을 담당하며 호흡을 맞췄다 최 부총리가 대통령실 경제수석을 맡았을 당시에도 김 위원장을 경제금융비서관으로 불러들였다 이에 금융권에선 이번 금융위원장 인사에 최 부총리가 김 위원장을 추천한 것으로 예상하고 있다 김 위원장은 이 원장과도 친분이 있다 서울대 경제학과 선후배 관계인 이들은 김 위원장이 1971년생으로 한 살 많다 김 위원장과 이 원장은 학창시절에는 친분이 없었지만 김 위원장이 금융비서관을 지내면서 이 원장이 형이라 부르기 시작하며 관계를 이어갔다는 일화가 있다맏형인 이 총재와도 학교 선후배 관계다 평소 소통을 중시하며 취임 후 경제수장들과 잦은 만남을 통해 이전 총재와는 다른 소통 능력을 과시하는 이 총재 그는 최 장관뿐만 아니라 이 원장과도 평소 주기적으로 만나며 경제 현안 등에 대해 이야기를 나누곤 했다 이에 금감원과의 관계도 부쩍 가까워졌다 두 기관은 30년 넘게 검사권한을 두고 충돌해왔지만 이 총재가 취임한 후 금감원과 정보 교류를 활발히 하며 가계대출 부동산 정책 등 경제 현안들을 속도감 있게 처리하고 있어 눈길을 모은다 이 총재는 지난달 국회 기획재정위원회 업무보고에서 비은행예금취급기관 감독에 관해 금감원과 업무협약을 체결한 부분을 법제화할 수 있는 방안을 금융당국과 논의하고 있다고 말하기도 했다 MOU를 체결한지 1년도 되지 않아 법제화 가능성을 언급한 것이다 이는 상당한 반전이다 김 위원장이 취임한 후에도 이 총재가 활발한 소통을 이어갈 것으로 기대되면서 신 F4가 새로운 시너지를 발휘할 수 있을지 관심이 쏠린다,주형연,https://n.news.naver.com/mnews/article/029/0002892261,2024.08.01
30,네이버,금융,매일경제,2024.08.01,[단독] “쉽게 돈 벌려고 하지 마”…주담대만 키우는 ‘인뱅’ 급제동,금융당국 대출규제 개편 추진주담대 금액 많이 늘어나면중저신용 목 달성 어렵게비율 계산 방식 개편 검토중인뱅3사 주담대 年15조 늘때중저신용은 1조원 증가 그쳐 금융당국이 중저신용자 대출보다 주택담보대출에 집중해 손쉽게 돈을 벌고 있는 인터넷전문은행에 대한 규제개편을 추진한다인뱅의 총여신 규모를 반영해 중저신용자 대출 비율을 산정해 관리감독하는 방안을 검토한다 현재는 가계신용대출에서 중저신용자 대출액이 차지하는 비중을 계산하고 목치를 부여하는 방식인데 총여신에서 차지하는 비중을 바꾸는 형태이다 이렇게 되면 인뱅들이 주담대를 크게 늘릴 경우 총여신이 늘어나기 때문에 중저신용자 대출 비율이 하락할 수 있다 이 방식으로 관리하면 중저신용자 대출에는 적극적이지 않으면서 주담대는 크게 늘려온 인뱅의 행태에도 제동이 걸릴 수 있다는 게 금융당국의 판단이다1일 금융권에 따르면 금융당국은 인터넷전문은행의 중저신용자 대상 신용대출 비율 산정 방식에 대한 수정을 추진하고 있다 중저신용자 대출액을 가계신용대출로 나누어 비율을 산정하는데 앞으로는 총여신으로 나누는 방식이다 총여신에는 가계신용대출뿐만 아니라 주담대와 대중소기업 대출 개인사업자 대출 등이 두루 포함된다이는 인뱅들의 중저신용자 대출 비중에 대한 착시 효과를 없애려는 조치다 가령 카카오뱅크의 경우 올해 1분기 중저신용자 대출 비율이 315로 지난해 1분기 257대비 58포인트 높아졌다 하지만 전체 원화대출금에서 중저신용자 대출액이 차지하는 비중은 같은기간 119에서 112로 줄었다 케이뱅크 역시 1년새 중저신용자 대출 비율이 239에서 332로 개선됐지만 전체 원화대출금에서 중저신용자 대출액이 자치하는 비중은 같은기간 173에서 162로 감소했다 이는 현행 중저신용자 대출 비중 산정 방식에 인뱅의 확대된 주담대 규모가 반영되지 않기 때문에 나타난 결과다중저신용자 대출 산정 방식의 변화는 인뱅들의 주담대를 증가세를 적극적으로 들여다보겠다는 금융당국의 의도와도 맞물려 있다 천준호 더불어민주당 의원이 금융당국으로부터 제출받은 인뱅의 여신종별 원화대출금 현황을 분석한 결과 지난 1분기말 인터넷은행의 주담대 잔액은 1년 전에 비해 14조6841억원 늘어난 것으로 집계됐다 특히 전세자금 대출 증가액 2조3675억원을 제외한 순 주택구입용도의 주담대는 12조3167억원에 증가했다반면 최근 1년새 인뱅의 중저신용자 대출액은 2조5700억원 늘어난 것으로 추산된다 금융당국은 올해부터 개인사업자 신용대출액을 중저신용자 대출액에 포함시켰는데 이 규모만 1조 5593억원에 이른다 결국 사업자가 아닌 중저신용자에게 인뱅들이 내준 대출 증가액은 1조원 남짓이라는 얘기다은행권 관계자는 올해 초 플랫폼 주담대 갈아타기 서비스 시행과 맞물려 인뱅들이 시중은행 대비 낮은 금리를 제시하면서 차주들을 끌어모았다며 인뱅들이 가계대출 관리를 주문하는 금융당국의 눈에 띌 수밖에 없는 상황이라고 말했다금융당국 관계자는 인터넷은행의 설립 취지는 디지털 혁신에 기반한 포용금융이고 시중은행들이 제대로 하지 못하는 중저신용자에 대한 대출 사각지대를 해소하라는 것이라며 주택과 같은 확실한 담보를 깔아두고 손쉽게 돈을 버는 최근 인뱅의 행태는 당초 설립 취지에 맞지 않는다고 지적했다금융당국은 올해부터 3년간 중저신용자 대출 공급 목치를 평잔 30 이상으로 두고 인뱅들을 관리 감독하고 있다 중저신용자 대출 비율에 대한 산정 방식이 바뀌게 되면 금융당국은 새로운 감독 기준을 제시할 가능성이 큰 상황이다인뱅 관계자는 주담대를 늘리면 그만큼 안전 자산이 늘어나고 중저신용자 신용대출 확대에 따른 위험을 완화하는 수단이 된다며 주담대를 줄이고 중저신용자 대출 확대하면 당장 연체율 충당금 관리 등에서 인뱅들이 어려움을 겪을 가능성이 있다고 말했다,유준호,https://n.news.naver.com/mnews/article/009/0005344167,2024.08.01
31,네이버,금융,서울경제,2024.08.01,"광주은행 ""상반기 보이스피싱 84건·21억 예방""",광주은행 광주은행이 올 상반기 총 84건 21억 원 규모의 보이스피싱 피해를 예방했다고 1일 밝혔다운영 시스템에 의한 예방 17억 6000만 원 영업점 창구 예방 3억 4000만 원 등이다 광주은행은 하반기에도 적극적인 시스템 및 인력 운영을 통해 보이스피싱 예방 실적을 늘릴 계획이다광주은행은 올 1월부터 금융거래 모니터링 전담 인력을 확충해 24ⅹ365 모니터링 체계를 가동하고 있다 평일 저녁과 주말에도 이상 금융 거래 여부를 탐지하고 임시 조치를 취하고 있다 또 영업점 창구에서 고액 현금 인출 요청 시 창구 직원은 문진에 따라 보이스피싱 여부를 철저히 확인하고 있다 의심이 가는 경우 즉각 본부 부서 확인 절차를 통해 112에 신고하는 등 체계적인 대응 시스템을 갖췄다김은호 광주은행 금융소비자보호 총괄책임자는 보이스피싱 예방 실적은 이상금융거래탐지시스템 운영과 본점 모니터링 인력 및 창구 직원 경찰 금융감독원 광주전남지원 등 금융 당국의 종합적 지원에 의한 결실이라며 앞으로도 고객의 소중한 금융 자산을 안전하게 지킬 수 있도록 최선을 다하겠다고 했다한편 광주은행은 지역 주민들에게 보이스피싱에 대한 경각심을 고취시키고 보이스피싱 수법을 널리 알리기 위해 각 영업점 단위로 광주은행과 함께하는 보이스피싱 예방 교육도 시행하고 있다 올 상반기에만 97개 영업점이 동참했다,박지수,https://n.news.naver.com/mnews/article/011/0004374863,2024.08.01
32,네이버,금융,서울경제,2024.08.01,[로터리] WOW를 찾아서,문동권 신한카드 사장 올 1분기 해외로 나간 여행객이 742만 명이다 엄청난 규모다 불과 수십년 전만 해도 높은 언어 장벽과 이질적인 문화 다른 통화 체계로 해외여행은 불편을 감수할 큰 결심과 모험 정신을 가진 사람만 도전했던 영역이었다 하지만 이제는 여권 유효기간만 확인하면 되는 세상이 돼버렸다어릴 적 읽었던 쥘 베른의 80일간의 세계 일주는 엉뚱해 보이는 상상을 현실감 있게 묘사해 인기를 끌었던 소설이다 오대양 육대주를 넘나드는 아슬아슬한 모험이 동심을 자극했던 기억이 난다 비행기자동차가 없던 시대에 80일 만에 세계를 돈 것도 흥미롭지만 30년 가까이 카드업에 몸담은 필자는 많은 나라를 돌며 어떻게 돈을 바꾸고 음식이나 물건을 구매했는지도 궁금해진다전 세계적인 지불 결제 혁신을 가져온 것은 신용카드다 1950년대 미국 사업가 프랭크 맥너마라는 맨해튼의 한 식당에서 음식을 사 먹고 현금이 없어 곤욕을 치렀는데 이 불편함 덕분에 세계 최초의 신용카드가 탄생한다 간편함과 편리함에 매료된 사람들은 와우를 외치면서 신용카드를 만들었다 우리나라도 신용카드가 없는 사람을 찾아보기 힘들다 가로 856㎜ 세로 5398㎜ 플라스틱 한 장 덕분에 이동과 지불의 자유는 오늘도 혁신을 거듭하고 있다필자가 속한 금융그룹도 SOL트래블 체크카드를 출시했는데 입소문이 나면서 지난주에 100만 장을 돌파했다 아직 출시 6개월도 되지 않았는데 좋은 결과를 얻어 뿌듯하다 많은 나라에서 환전결제인출 수수료가 무료고 공항 라운지 혜택도 차별화 포인트였다 이 점이 wow 포인트로 작용한 게 아닌가 싶다 특히 이번 상품은 계좌외환의 강점이 있는 은행과 마케팅상품력이 강한 카드사가 서로 힘을 모아 이뤄낸 성과로 더욱 기쁘다 나무판자 1장이 견디는 최대 무게는 270㎏인데 2장은 2200㎏을 견딘다고 한다 힘을 합하면 초인적인 힘을 낼 수 있다고객에게 wow를 드리는 것은 비즈니스의 숙명이다 과거 새롭고 혁신적인 wow의 대명사였던 신용카드도 어느덧 새로운 경쟁자의 등장으로 어려움을 겪고 있다 그래서 지금도 새로운 wow를 손에 쥐기 위해 구슬땀을 흘리고 있다 치열한 시장 경쟁의 파고를 홀로 대응하는 것은 불가능에 가깝다 더욱 다양한 사업자와 절실하게 손잡고 문을 열어야 한다는 것을 잘 알고 있다 벌써 다음 wow를 향해 함께할 파트너가 누굴지 기다려진다,박지수,https://n.news.naver.com/mnews/article/011/0004374856,수정 날짜 없음
33,네이버,금융,디지털타임스,2024.08.01,"김병환 첫 행보는 소상공인… ""새출발기금 지원 확대""",취약차주 현장 애로사항 청취폐업자 취업재창업 교육 강조은행과 추가 지원안 협의할 것김병환 금융위원장이 1일 오후 서울 강남구 캠코 양재타워에서 개최된 새출발기금 간담회에 참석해 소상공인자영업자를 직접 만나 새출발기금 이용 소회와 개선 필요사항 등 다양한 의견을 수렴했다 <금융위 제공> 김병환 신임 금융위원장이 당면한 4대 금융 리스크 요인 중 소상공인자영업자 부채 관리를 가장 시급한 과제로 꼽았다 고금리 고물가 장기화로 어려움을 겪는 금융 취약층을 위해 새출발기금 지원 확대와 함께 은행권 등과 추가 방안 마련에도 나서기로 했다김 위원장은 1일 임기 첫 행보로 새출발기금 수혜자인 소상공인과 자영업자의 민생 현장의 애로사항을 청취하는 간담회를 마련했다 취임 당시 지목한 4대 리스크소상공인자영업자 부채 가계부채 부동산 프로젝트파이낸싱 제2금융권 건전성 중 어려움이 가중되는 금융 취약층 지원에 발 빠르게 나선 것이다한국은행의 2024년 상반기 금융안정보고서에 따르면 체감 경기의 바로미터로 볼 수 있는 자영업자의 대출 규모는 올 1분기 기준 1055조9000억원으로 사상 최대치를 나타냈다 이는 전년 동기 대비 21가 늘어난 수준으로 가계대출 증가율 대비 빠른 속도를 보였다 같은 기간 연체율은 099에서 152로 053포인트 상승했다 새롭게 대출을 연체하는 자영업자 차주가 크게 늘었다 자영업자 신규 연체진입률은 지난 3월 말 기준 152로 2021년 말과 비교해 3배 넘게 뛰었다 다중채무자 등 자영업자 취약 대출의 부실 폭탄 우려는 더 심각한 상황이다 지난 1분기 기준 이들의 연체율은 10대를 돌파했다김 위원장은 새출발기금의 지원 대상을 확대하는 등 상환 여력이 없는 취약 차주를 위한 대책을 마련한다는 점을 강조했다 그는 지난달 초 소상공인자영업자 종합 대책의 핵심 중 하나로 제시된 새출발기금 지원 확대 등을 위해 최선을 다 하겠다며 부실폐업자의 취업과 재창업 교육 연계 등 방안도 차질없이 추진하겠다고 말했다 이어 여전히 소상공인과 자영업자들의 상황이 어려운 만큼 은행 등 민간금융기관들과 함께 추가적인 소상공인 지원 방안을 협의할 것이라고 강조했다이날 새출발기금 이용자들은 채권금융기관이 새출발기금 협약에 가입하지 않거나 2022년 8월 등 일정 시기 이후 지역신용보증재단이 특례보증한 채무의 경우 채무조정 지원을 받지 못하고 있다고 토로했다 또 대환 대출시 신규 대출로 취급해 해당 채무의 채무조정을 받지 못한다는 어려움과 함께 채무조정뿐만 아니라 경영기술 관련 전문가 컨설팅 연계 지원 확대 등을 건의했다김 위원장은 향후 빚 내서 빚 갚는 취약 차주의 상환 부담을 낮추기 위한 채무 재조정 방안 등 정책 제시를 본격화할 것으로 예상된다 김 위원장은 이날 간담회 후 기자들과 만난 자리에서 새출발기금의 지원 요건과 함께 대상을 늘리는 등 추가 방안이 필요하다는 점을 느꼈다며 새출발기금의 활용도를 높이기 위해 대환 대출을 받은 자영업자에 대해 6개월 이내 대환이라도 기금을 활용할 수 있는 방안 등도 검토해 볼 것이라고 밝혔다,임성원,https://n.news.naver.com/mnews/article/029/0002892259,2024.08.01
34,네이버,금융,매일경제,2024.08.01,"[단독] “그렇게 틀어막아도 안 되네”...주담대 7월 7.6조, 역대 최대 증가",2014년 통계집계 후 최대치 5대은행 주담대 잔액만 560조가계대출도 715조원까지 늘어서울 아파트값 19주 연속 상승당국 인뱅 주담대 관리 규제 추진 정부의 가계대출 억제를 위한 전방위적 압박과 은행의 가산금리 인상에도 불구하고 5대 시중은행KB국민신한하나우리NH농협은행의 주택담보대출 잔액이 지난달에만 7조5975억원이 급증했다 이는 시중은행들의 월별 대출잔액을 공식 집계하기 시작한 2014년 이후 가장 큰 증가폭이다서울 아파트값이 19주 연속 상승하며 부동산 경기에 대한 기대가 높아진 상황에서 하반기 금리인하 가능성으로 주담대 금리 산정에 활용되는 금융채 금리까지 약세를 보였기 때문이다1일 5대 시중은행에 따르면 7월 말 기준 주담대 잔액은 전달말 보다 14 늘어난 559조7501억원으로 집계됐다월별 통계가 집계된 2014년 이후 가장 큰 폭의 증가이다 가계대출 잔액도 715조7383억원까지 늘었다올해 3월까지만 해도 주담대 잔액이 감소세를 보여 안정세를 보였던 가계대출은 5월부터 심상치 않은 모습을 보였다 부동산 경기 회복세에 주담대 금리 하단이 연 2대까지 내려가고 정부의 스트레스 총부채원리금상환비율 2단계 시행까지 2개월 유예되자 대출이 급증했다 5월에 5조3157억원이 늘어난 5대 시중은행의 주담대 잔액은 6월 들어선 5조8467억원 증가했다 2021년 10월 이후 가장 큰 증가폭이다상황이 이렇게 되자 금융당국은 시중은행들에게 가계대출 관리를 주문했고 주요 은행들은 많게는 1달동안 3차례나 가산금리를 올리며 대응했다 그러나 계속 하락세를 타고 있는 금융채 금리를 가산금리 인상이 따라잡지 못했고 주택 수요와 아파트값 상승을 억누르지도 못하면서 7월 주담대 증가폭은 더욱 커졌다가계대출 관리에 비상이 걸린 금융당국은 지속적으로 시중은행에 가산금리 인상 등을 통한 관리를 주문하는 한편 시중은행 못지 않게 주담대 영업에 열을 올리고 있는 인터넷전문은행 규제를 추진한다 인터넷전문은행은 당초 중저신용자 대출을 주업무로 내세우며 출범했지만 손쉽게 이자수익을 거둘 수 있는 주담대 시장에 몰두하고 있다 올 1분기말 인터넷전문은행 주담대 잔액은 1년전에 비해 14조6841억원이 늘었다 금융당국은 그동안 반영되지 않았던 주담대 증가 규모가 중저신용자 대상 비율에 반영될 수 있도록 비율 산정방식에 대한 제도 개편도 검토하고 있는 것으로 확인됐다,박인혜,https://n.news.naver.com/mnews/article/009/0005344162,2024.08.01
